https://api.eia.gov/v2/electricity/retail-sales/data/,,,"{""frequency"":""annual"",""data"":[""price""],""facets"":{""stateid"": [""AL"", ""AR"", ""AZ"", ""CA"", ""CO"", ""CT"", ""DC"", ""DE"", ""ENC"", ""ESC"", ""MD"", ""MA"", ""MAT"", ""LA"", ""KY"", ""KS"", ""IN"", ""IL"", ""ID"", ""IA"", ""HI"", ""GA"", ""ESC"", ""AK"", ""AL"", ""AZ"", ""CA"", ""CO"", ""DC"", ""DE"", ""ESC"", ""GA"", ""HI"", ""IA"", ""ID"", ""IL"", ""IN"", ""KS"", ""MAT"", ""LA"", ""KS"", ""IN"", ""IL"", ""ID"", ""IA"", ""HI"", ""AZ"", ""CA"", ""CO"", ""DC"", ""DE"", ""ESC"", ""GA"", ""IA"", ""ID"", ""IL"", ""IN"", ""KS"", ""LA"", ""MAT"", ""MA"", ""MD"", ""ME"", ""MI"", ""MN"", ""MO"", ""MS"", ""MTN"", ""MT"", ""NC"", ""ND"", ""NEW"", ""NE"", ""NH"", ""NJ"", ""NM"", ""NV"", ""NY"", ""OH"", ""OK"", ""OR"", ""PACC"", ""PACN"", ""PA"", ""RI"", ""SAT"", ""SC"", ""SD"", ""TN"", ""TX"", ""US"", ""UT"", ""VA"", ""VT"", ""WA"", ""WI"", ""WNC"", ""WSC"", ""WV"", ""WY""]},""start"":""2001"",""end"":""2019"",""sort"":[{""column"":""period"",""direction"":""desc""}],""offset"":0,""length"":5000}",,,
Category,Category,Frequency,Data,Facet,,
Electricity,Electricity Sales to Ultimate Customers,annual,price,State / Census Region,,
electricity,retail-sales,annual,price,stateid,,
2008,ENC,East North Central,RES,residential,10.39,cents per kilowatthour
2008,ENC,East North Central,OTH,other,,cents per kilowatthour
2008,ENC,East North Central,ALL,all sectors,8.53,cents per kilowatthour
2008,IA,Iowa,RES,residential,9.49,cents per kilowatthour
2008,IA,Iowa,OTH,other,,cents per kilowatthour
2008,IA,Iowa,ALL,all sectors,6.89,cents per kilowatthour
2008,IN,Indiana,OTH,other,,cents per kilowatthour
2008,IN,Indiana,IND,industrial,5.46,cents per kilowatthour
2008,IL,Illinois,TRA,transportation,7.53,cents per kilowatthour
2008,IL,Illinois,OTH,other,,cents per kilowatthour
2008,IL,Illinois,COM,commercial,9.25,cents per kilowatthour
2008,ID,Idaho,OTH,other,,cents per kilowatthour
2008,ID,Idaho,IND,industrial,4.48,cents per kilowatthour
2008,HI,Hawaii,RES,residential,32.5,cents per kilowatthour
2008,HI,Hawaii,OTH,other,,cents per kilowatthour
2008,HI,Hawaii,ALL,all sectors,29.2,cents per kilowatthour
2008,GA,Georgia,OTH,other,,cents per kilowatthour
2008,GA,Georgia,IND,industrial,6.67,cents per kilowatthour
2008,DC,District of Columbia,OTH,other,,cents per kilowatthour
2008,DC,District of Columbia,IND,industrial,10.65,cents per kilowatthour
2008,DE,Delaware,TRA,transportation,0,cents per kilowatthour
2008,DE,Delaware,OTH,other,,cents per kilowatthour
2008,DE,Delaware,ALL,all sectors,12.38,cents per kilowatthour
2008,CT,Connecticut,OTH,other,,cents per kilowatthour
2008,CT,Connecticut,IND,industrial,14.93,cents per kilowatthour
2008,CO,Colorado,RES,residential,10.13,cents per kilowatthour
2008,CO,Colorado,OTH,other,,cents per kilowatthour
2008,CO,Colorado,ALL,all sectors,8.59,cents per kilowatthour
2008,CA,California,OTH,other,,cents per kilowatthour
2008,CA,California,IND,industrial,10.09,cents per kilowatthour
2008,AR,Arkansas,TRA,transportation,11.79,cents per kilowatthour
2008,AR,Arkansas,OTH,other,,cents per kilowatthour
2008,AR,Arkansas,COM,commercial,7.61,cents per kilowatthour
2008,AZ,Arizona,OTH,other,,cents per kilowatthour
2008,AZ,Arizona,IND,industrial,6.57,cents per kilowatthour
2008,AK,Alaska,TRA,transportation,0,cents per kilowatthour
2008,AK,Alaska,OTH,other,,cents per kilowatthour
2008,AK,Alaska,COM,commercial,13.64,cents per kilowatthour
2008,AL,Alabama,OTH,other,,cents per kilowatthour
2008,AL,Alabama,IND,industrial,6.11,cents per kilowatthour
2008,MAT,Middle Atlantic,OTH,other,,cents per kilowatthour
2008,MAT,Middle Atlantic,ALL,all sectors,13.17,cents per kilowatthour
2008,NEW,New England,OTH,other,,cents per kilowatthour
2008,NEW,New England,IND,industrial,13.47,cents per kilowatthour
2008,WY,Wyoming,TRA,transportation,0,cents per kilowatthour
2008,WY,Wyoming,OTH,other,,cents per kilowatthour
2008,WY,Wyoming,COM,commercial,6.71,cents per kilowatthour
2008,WI,Wisconsin,OTH,other,,cents per kilowatthour
2008,WI,Wisconsin,IND,industrial,6.51,cents per kilowatthour
2008,WV,West Virginia,TRA,transportation,6.32,cents per kilowatthour
2008,WV,West Virginia,OTH,other,,cents per kilowatthour
2008,WV,West Virginia,ALL,all sectors,5.61,cents per kilowatthour
2008,WA,Washington,OTH,other,,cents per kilowatthour
2008,WA,Washington,IND,industrial,4.52,cents per kilowatthour
2008,VA,Virginia,TRA,transportation,7.8,cents per kilowatthour
2008,VA,Virginia,OTH,other,,cents per kilowatthour
2008,VA,Virginia,COM,commercial,7.32,cents per kilowatthour
2008,VT,Vermont,OTH,other,,cents per kilowatthour
2008,VT,Vermont,IND,industrial,9.19,cents per kilowatthour
2008,UT,Utah,TRA,transportation,7.85,cents per kilowatthour
2008,UT,Utah,OTH,other,,cents per kilowatthour
2008,UT,Utah,COM,commercial,6.66,cents per kilowatthour
2008,TX,Texas,RES,residential,13.03,cents per kilowatthour
2008,TX,Texas,OTH,other,,cents per kilowatthour
2008,TX,Texas,ALL,all sectors,10.99,cents per kilowatthour
2008,TN,Tennessee,RES,residential,8.91,cents per kilowatthour
2008,TN,Tennessee,OTH,other,,cents per kilowatthour
2008,TN,Tennessee,IND,industrial,6.29,cents per kilowatthour
2008,TN,Tennessee,COM,commercial,9.24,cents per kilowatthour
2008,TN,Tennessee,ALL,all sectors,8.18,cents per kilowatthour
2008,SD,South Dakota,TRA,transportation,0,cents per kilowatthour
2008,SD,South Dakota,RES,residential,8.27,cents per kilowatthour
2008,SD,South Dakota,ALL,all sectors,7.14,cents per kilowatthour
2008,SC,South Carolina,TRA,transportation,0,cents per kilowatthour
2008,SC,South Carolina,RES,residential,9.89,cents per kilowatthour
2008,SC,South Carolina,OTH,other,,cents per kilowatthour
2008,SC,South Carolina,IND,industrial,5.37,cents per kilowatthour
2008,SC,South Carolina,COM,commercial,8.42,cents per kilowatthour
2008,SC,South Carolina,ALL,all sectors,7.85,cents per kilowatthour
2008,RI,Rhode Island,TRA,transportation,0,cents per kilowatthour
2008,RI,Rhode Island,RES,residential,17.45,cents per kilowatthour
2008,RI,Rhode Island,OTH,other,,cents per kilowatthour
2008,RI,Rhode Island,IND,industrial,14.23,cents per kilowatthour
2008,RI,Rhode Island,COM,commercial,15.4,cents per kilowatthour
2008,PA,Pennsylvania,TRA,transportation,7.57,cents per kilowatthour
2008,PA,Pennsylvania,RES,residential,11.35,cents per kilowatthour
2008,PA,Pennsylvania,OTH,other,,cents per kilowatthour
2008,PA,Pennsylvania,IND,industrial,7.03,cents per kilowatthour
2008,PA,Pennsylvania,COM,commercial,9.39,cents per kilowatthour
2008,PA,Pennsylvania,ALL,all sectors,9.33,cents per kilowatthour
2008,OR,Oregon,TRA,transportation,6.75,cents per kilowatthour
2008,OR,Oregon,RES,residential,8.49,cents per kilowatthour
2008,OR,Oregon,OTH,other,,cents per kilowatthour
2008,OR,Oregon,COM,commercial,7.29,cents per kilowatthour
2008,OK,Oklahoma,OTH,other,,cents per kilowatthour
2008,OK,Oklahoma,IND,industrial,5.9,cents per kilowatthour
2008,OH,Ohio,TRA,transportation,10.68,cents per kilowatthour
2008,OH,Ohio,OTH,other,,cents per kilowatthour
2008,OH,Ohio,COM,commercial,9.23,cents per kilowatthour
2008,ND,North Dakota,OTH,other,,cents per kilowatthour
2008,ND,North Dakota,IND,industrial,5.59,cents per kilowatthour
2008,NC,North Carolina,TRA,transportation,6.57,cents per kilowatthour
2008,NC,North Carolina,OTH,other,,cents per kilowatthour
2008,NC,North Carolina,ALL,all sectors,7.96,cents per kilowatthour
2008,NY,New York,OTH,other,,cents per kilowatthour
2008,NY,New York,IND,industrial,9.39,cents per kilowatthour
2008,NM,New Mexico,TRA,transportation,0,cents per kilowatthour
2008,NM,New Mexico,OTH,other,,cents per kilowatthour
2008,NM,New Mexico,COM,commercial,8.67,cents per kilowatthour
2008,NJ,New Jersey,OTH,other,,cents per kilowatthour
2008,NJ,New Jersey,IND,industrial,12.54,cents per kilowatthour
2008,NH,New Hampshire,RES,residential,15.68,cents per kilowatthour
2008,NH,New Hampshire,OTH,other,,cents per kilowatthour
2008,NV,Nevada,TRA,transportation,9.47,cents per kilowatthour
2008,NV,Nevada,OTH,other,,cents per kilowatthour
2008,SD,South Dakota,OTH,other,,cents per kilowatthour
2008,SD,South Dakota,IND,industrial,5.31,cents per kilowatthour
2008,SD,South Dakota,COM,commercial,6.97,cents per kilowatthour
2008,NV,Nevada,COM,commercial,10.07,cents per kilowatthour
2008,NE,Nebraska,OTH,other,,cents per kilowatthour
2008,NE,Nebraska,IND,industrial,5.16,cents per kilowatthour
2008,MT,Montana,RES,residential,9.13,cents per kilowatthour
2008,MT,Montana,OTH,other,,cents per kilowatthour
2008,MT,Montana,ALL,all sectors,7.72,cents per kilowatthour
2008,MO,Missouri,OTH,other,,cents per kilowatthour
2008,MO,Missouri,IND,industrial,4.92,cents per kilowatthour
2008,MS,Mississippi,TRA,transportation,0,cents per kilowatthour
2008,MS,Mississippi,OTH,other,,cents per kilowatthour
2008,MS,Mississippi,COM,commercial,10.02,cents per kilowatthour
2008,MN,Minnesota,OTH,other,,cents per kilowatthour
2008,MN,Minnesota,IND,industrial,5.87,cents per kilowatthour
2008,MI,Michigan,TRA,transportation,11.83,cents per kilowatthour
2008,MI,Michigan,OTH,other,,cents per kilowatthour
2008,MI,Michigan,COM,commercial,9.17,cents per kilowatthour
2008,MA,Massachusetts,OTH,other,,cents per kilowatthour
2008,MA,Massachusetts,IND,industrial,14.14,cents per kilowatthour
2008,MD,Maryland,TRA,transportation,11.77,cents per kilowatthour
2008,MD,Maryland,OTH,other,,cents per kilowatthour
2008,MD,Maryland,COM,commercial,12.77,cents per kilowatthour
2008,ME,Maine,OTH,other,,cents per kilowatthour
2008,ME,Maine,IND,industrial,11.56,cents per kilowatthour
2008,LA,Louisiana,TRA,transportation,11.88,cents per kilowatthour
2008,LA,Louisiana,OTH,other,,cents per kilowatthour
2008,LA,Louisiana,COM,commercial,10.12,cents per kilowatthour
2008,KY,Kentucky,TRA,transportation,0,cents per kilowatthour
2008,KY,Kentucky,OTH,other,,cents per kilowatthour
2008,KY,Kentucky,IND,industrial,4.82,cents per kilowatthour
2008,KS,Kansas,RES,residential,8.89,cents per kilowatthour
2008,KS,Kansas,OTH,other,,cents per kilowatthour
2007,VT,Vermont,ALL,all sectors,12.04,cents per kilowatthour
2007,SAT,South Atlantic,TRA,transportation,9.39,cents per kilowatthour
2007,SAT,South Atlantic,RES,residential,10.03,cents per kilowatthour
2007,SAT,South Atlantic,OTH,other,,cents per kilowatthour
2007,SAT,South Atlantic,IND,industrial,5.67,cents per kilowatthour
2007,SAT,South Atlantic,COM,commercial,8.66,cents per kilowatthour
2007,SAT,South Atlantic,ALL,all sectors,8.68,cents per kilowatthour
2007,WNC,West North Central,TRA,transportation,7.25,cents per kilowatthour
2007,WNC,West North Central,RES,residential,8.31,cents per kilowatthour
2007,WNC,West North Central,OTH,other,,cents per kilowatthour
2007,US,U.S. Total,TRA,transportation,9.7,cents per kilowatthour
2007,US,U.S. Total,RES,residential,10.65,cents per kilowatthour
2007,US,U.S. Total,OTH,other,,cents per kilowatthour
2007,US,U.S. Total,IND,industrial,6.39,cents per kilowatthour
2007,US,U.S. Total,COM,commercial,9.65,cents per kilowatthour
2007,US,U.S. Total,ALL,all sectors,9.13,cents per kilowatthour
2007,PACN,Pacific Noncontiguous,TRA,transportation,0,cents per kilowatthour
2007,PACN,Pacific Noncontiguous,RES,residential,20.56,cents per kilowatthour
2007,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatthour
2007,PACN,Pacific Noncontiguous,IND,industrial,16.86,cents per kilowatthour
2007,PACN,Pacific Noncontiguous,COM,commercial,17.58,cents per kilowatthour
2007,PACN,Pacific Noncontiguous,ALL,all sectors,18.29,cents per kilowatthour
2007,PACC,Pacific Contiguous,TRA,transportation,8.33,cents per kilowatthour
2007,PACC,Pacific Contiguous,RES,residential,11.82,cents per kilowatthour
2007,PACC,Pacific Contiguous,OTH,other,,cents per kilowatthour
2007,MTN,Mountain,COM,commercial,7.77,cents per kilowatthour
2007,MTN,Mountain,ALL,all sectors,7.69,cents per kilowatthour
2007,WSC,West South Central,TRA,transportation,8.65,cents per kilowatthour
2007,WSC,West South Central,RES,residential,11.15,cents per kilowatthour
2007,WSC,West South Central,OTH,other,,cents per kilowatthour
2007,WSC,West South Central,IND,industrial,7.14,cents per kilowatthour
2007,WSC,West South Central,COM,commercial,9.26,cents per kilowatthour
2007,WSC,West South Central,ALL,all sectors,9.27,cents per kilowatthour
2007,ESC,East South Central,TRA,transportation,10.31,cents per kilowatthour
2007,ESC,East South Central,RES,residential,8.35,cents per kilowatthour
2007,ESC,East South Central,OTH,other,,cents per kilowatthour
2007,ESC,East South Central,IND,industrial,5.04,cents per kilowatthour
2007,ESC,East South Central,COM,commercial,8.07,cents per kilowatthour
2007,ESC,East South Central,ALL,all sectors,7.01,cents per kilowatthour
2007,PACC,Pacific Contiguous,IND,industrial,7.89,cents per kilowatthour
2007,PACC,Pacific Contiguous,COM,commercial,11.19,cents per kilowatthour
2007,PACC,Pacific Contiguous,ALL,all sectors,10.71,cents per kilowatthour
2007,MTN,Mountain,TRA,transportation,7.56,cents per kilowatthour
2007,MTN,Mountain,RES,residential,9.31,cents per kilowatthour
2007,MTN,Mountain,OTH,other,,cents per kilowatthour
2007,MTN,Mountain,IND,industrial,5.68,cents per kilowatthour
2007,OR,Oregon,OTH,other,,cents per kilowatthour
2007,OR,Oregon,IND,industrial,5.06,cents per kilowatthour
2007,OR,Oregon,ALL,all sectors,7.02,cents per kilowatthour
2007,OK,Oklahoma,TRA,transportation,0,cents per kilowatthour
2007,OK,Oklahoma,RES,residential,8.58,cents per kilowatthour
2007,OK,Oklahoma,OTH,other,,cents per kilowatthour
2007,OK,Oklahoma,IND,industrial,5.41,cents per kilowatthour
2007,OK,Oklahoma,COM,commercial,7.33,cents per kilowatthour
2007,OK,Oklahoma,ALL,all sectors,7.29,cents per kilowatthour
2007,OH,Ohio,TRA,transportation,9.98,cents per kilowatthour
2007,OH,Ohio,RES,residential,9.57,cents per kilowatthour
2007,OH,Ohio,OTH,other,,cents per kilowatthour
2007,OH,Ohio,IND,industrial,5.76,cents per kilowatthour
2007,OH,Ohio,COM,commercial,8.67,cents per kilowatthour
2007,OH,Ohio,ALL,all sectors,7.91,cents per kilowatthour
2007,ND,North Dakota,TRA,transportation,0,cents per kilowatthour
2007,ND,North Dakota,RES,residential,7.3,cents per kilowatthour
2007,ND,North Dakota,OTH,other,,cents per kilowatthour
2007,ND,North Dakota,IND,industrial,5.24,cents per kilowatthour
2007,ND,North Dakota,COM,commercial,6.58,cents per kilowatthour
2007,ND,North Dakota,ALL,all sectors,6.42,cents per kilowatthour
2007,NC,North Carolina,TRA,transportation,9.09,cents per kilowatthour
2007,NC,North Carolina,RES,residential,9.4,cents per kilowatthour
2007,NC,North Carolina,OTH,other,,cents per kilowatthour
2007,NC,North Carolina,IND,industrial,5.47,cents per kilowatthour
2007,NC,North Carolina,COM,commercial,7.43,cents per kilowatthour
2007,NC,North Carolina,ALL,all sectors,7.83,cents per kilowatthour
2007,NY,New York,TRA,transportation,10.96,cents per kilowatthour
2007,NY,New York,RES,residential,17.1,cents per kilowatthour
2007,NY,New York,OTH,other,,cents per kilowatthour
2007,NY,New York,IND,industrial,8.71,cents per kilowatthour
2007,NY,New York,COM,commercial,15.92,cents per kilowatthour
2007,NY,New York,ALL,all sectors,15.22,cents per kilowatthour
2007,NM,New Mexico,TRA,transportation,0,cents per kilowatthour
2007,NM,New Mexico,RES,residential,9.12,cents per kilowatthour
2007,NM,New Mexico,OTH,other,,cents per kilowatthour
2007,NM,New Mexico,IND,industrial,5.6,cents per kilowatthour
2007,NM,New Mexico,COM,commercial,7.66,cents per kilowatthour
2007,NM,New Mexico,ALL,all sectors,7.44,cents per kilowatthour
2007,NJ,New Jersey,TRA,transportation,11.14,cents per kilowatthour
2007,NJ,New Jersey,RES,residential,14.14,cents per kilowatthour
2007,NJ,New Jersey,OTH,other,,cents per kilowatthour
2007,NJ,New Jersey,IND,industrial,10.08,cents per kilowatthour
2007,NJ,New Jersey,COM,commercial,12.99,cents per kilowatthour
2007,NJ,New Jersey,ALL,all sectors,13.01,cents per kilowatthour
2007,NH,New Hampshire,TRA,transportation,0,cents per kilowatthour
2007,NH,New Hampshire,RES,residential,14.88,cents per kilowatthour
2007,NH,New Hampshire,OTH,other,,cents per kilowatthour
2007,NH,New Hampshire,IND,industrial,12.27,cents per kilowatthour
2007,NH,New Hampshire,COM,commercial,13.91,cents per kilowatthour
2007,NH,New Hampshire,ALL,all sectors,13.98,cents per kilowatthour
2007,NV,Nevada,TRA,transportation,9.98,cents per kilowatthour
2007,NV,Nevada,RES,residential,11.82,cents per kilowatthour
2007,NV,Nevada,OTH,other,,cents per kilowatthour
2007,NV,Nevada,IND,industrial,8.28,cents per kilowatthour
2007,NV,Nevada,COM,commercial,10.09,cents per kilowatthour
2007,NV,Nevada,ALL,all sectors,9.99,cents per kilowatthour
2007,NE,Nebraska,TRA,transportation,0,cents per kilowatthour
2007,NE,Nebraska,RES,residential,7.59,cents per kilowatthour
2007,NE,Nebraska,OTH,other,,cents per kilowatthour
2007,NE,Nebraska,IND,industrial,4.78,cents per kilowatthour
2007,NE,Nebraska,COM,commercial,6.39,cents per kilowatthour
2007,NE,Nebraska,ALL,all sectors,6.28,cents per kilowatthour
2007,MT,Montana,TRA,transportation,0,cents per kilowatthour
2007,MT,Montana,RES,residential,8.77,cents per kilowatthour
2007,MT,Montana,OTH,other,,cents per kilowatthour
2007,MT,Montana,IND,industrial,5.16,cents per kilowatthour
2007,MT,Montana,COM,commercial,8.1,cents per kilowatthour
2007,MT,Montana,ALL,all sectors,7.13,cents per kilowatthour
2007,MO,Missouri,TRA,transportation,6.16,cents per kilowatthour
2007,MO,Missouri,RES,residential,7.69,cents per kilowatthour
2007,MO,Missouri,OTH,other,,cents per kilowatthour
2007,MO,Missouri,IND,industrial,4.76,cents per kilowatthour
2007,MO,Missouri,COM,commercial,6.34,cents per kilowatthour
2007,MO,Missouri,ALL,all sectors,6.56,cents per kilowatthour
2007,MS,Mississippi,TRA,transportation,0,cents per kilowatthour
2007,MS,Mississippi,RES,residential,9.36,cents per kilowatthour
2007,MS,Mississippi,OTH,other,,cents per kilowatthour
2007,OR,Oregon,COM,commercial,7.2,cents per kilowatthour
2007,WNC,West North Central,IND,industrial,5.08,cents per kilowatthour
2007,WNC,West North Central,COM,commercial,6.79,cents per kilowatthour
2007,WNC,West North Central,ALL,all sectors,6.83,cents per kilowatthour
2007,ENC,East North Central,TRA,transportation,6.84,cents per kilowatthour
2007,ENC,East North Central,RES,residential,9.74,cents per kilowatthour
2007,ENC,East North Central,OTH,other,,cents per kilowatthour
2007,ENC,East North Central,IND,industrial,5.9,cents per kilowatthour
2007,ENC,East North Central,COM,commercial,8.49,cents per kilowatthour
2007,MS,Mississippi,IND,industrial,5.75,cents per kilowatthour
2007,MS,Mississippi,COM,commercial,8.92,cents per kilowatthour
2007,MS,Mississippi,ALL,all sectors,8.03,cents per kilowatthour
2007,MN,Minnesota,TRA,transportation,8.27,cents per kilowatthour
2007,MN,Minnesota,RES,residential,9.18,cents per kilowatthour
2007,MN,Minnesota,OTH,other,,cents per kilowatthour
2007,MN,Minnesota,IND,industrial,5.69,cents per kilowatthour
2007,MN,Minnesota,COM,commercial,7.48,cents per kilowatthour
2007,MN,Minnesota,ALL,all sectors,7.44,cents per kilowatthour
2007,MI,Michigan,TRA,transportation,9.76,cents per kilowatthour
2007,MI,Michigan,RES,residential,10.21,cents per kilowatthour
2007,MI,Michigan,OTH,other,,cents per kilowatthour
2007,MI,Michigan,IND,industrial,6.47,cents per kilowatthour
2007,MI,Michigan,COM,commercial,8.77,cents per kilowatthour
2007,MI,Michigan,ALL,all sectors,8.53,cents per kilowatthour
2007,MA,Massachusetts,TRA,transportation,9.24,cents per kilowatthour
2007,MA,Massachusetts,RES,residential,16.23,cents per kilowatthour
2007,MA,Massachusetts,OTH,other,,cents per kilowatthour
2007,MA,Massachusetts,IND,industrial,13.03,cents per kilowatthour
2007,MA,Massachusetts,COM,commercial,15.2,cents per kilowatthour
2007,MA,Massachusetts,ALL,all sectors,15.16,cents per kilowatthour
2007,MD,Maryland,TRA,transportation,10.15,cents per kilowatthour
2007,MD,Maryland,RES,residential,11.89,cents per kilowatthour
2007,MD,Maryland,OTH,other,,cents per kilowatthour
2007,MD,Maryland,IND,industrial,9.41,cents per kilowatthour
2007,MD,Maryland,COM,commercial,11.58,cents per kilowatthour
2007,MD,Maryland,ALL,all sectors,11.5,cents per kilowatthour
2007,ME,Maine,TRA,transportation,0,cents per kilowatthour
2007,ME,Maine,RES,residential,16.52,cents per kilowatthour
2007,ME,Maine,OTH,other,,cents per kilowatthour
2007,ME,Maine,IND,industrial,14.11,cents per kilowatthour
